epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,2478.7,1.60038,2.72355,0.84369,0.96711,0.69098,0.5259,0.59362,0.26061,0.49855,0.38689,0.37233,0.13874,2.08222,3.93076,1.05299,1.14925,0.0008516,0.0008516,0.0008516
118,2496.47,1.59951,2.72811,0.85464,0.99019,0.69098,0.5259,0.59362,0.26061,0.49855,0.38689,0.37233,0.13874,2.08222,3.93076,1.05299,1.14925,0.0008417,0.0008417,0.0008417
119,2513.63,1.52765,2.56684,0.8469,0.99484,0.70158,0.53753,0.60553,0.27085,0.50397,0.39218,0.38673,0.13737,2.06479,3.98134,1.02754,1.14482,0.0008318,0.0008318,0.0008318
120,2535.63,1.66066,2.8331,0.85685,1.00027,0.70158,0.53753,0.60553,0.27085,0.50397,0.39218,0.38673,0.13737,2.06479,3.98134,1.02754,1.14482,0.0008219,0.0008219,0.0008219
121,2557.57,1.55297,2.5999,0.82357,0.97866,0.70574,0.5296,0.61181,0.26882,0.51746,0.40011,0.40459,0.14638,2.08058,4.03903,1.03794,1.15522,0.000812,0.000812,0.000812
122,2572.98,1.58107,2.73599,0.84998,1.01917,0.68526,0.51638,0.60176,0.26174,0.50201,0.39059,0.39147,0.1409,2.09879,4.028,1.06128,1.1573,0.0008021,0.0008021,0.0008021
123,2600.35,1.65885,2.88306,0.84785,0.98855,0.68526,0.51638,0.60176,0.26174,0.50201,0.39059,0.39147,0.1409,2.09879,4.028,1.06128,1.1573,0.0007922,0.0007922,0.0007922
124,2614.13,1.56054,2.67421,0.83498,0.99426,0.68742,0.49736,0.58221,0.2466,0.50465,0.3807,0.38108,0.13024,2.17058,4.03632,1.08635,1.17834,0.0007823,0.0007823,0.0007823
125,2633.71,1.67241,2.80115,0.88226,1.00441,0.68742,0.49736,0.58221,0.2466,0.50465,0.3807,0.38108,0.13024,2.17058,4.03632,1.08635,1.17834,0.0007724,0.0007724,0.0007724
126,2659.31,1.60497,2.81194,0.84794,1.01793,0.67632,0.50423,0.58768,0.26242,0.49999,0.38266,0.38476,0.13711,2.10194,4.0323,1.0577,1.15579,0.0007625,0.0007625,0.0007625
127,2676.05,1.62943,2.85087,0.84027,1.01524,0.67632,0.50423,0.58768,0.26242,0.49999,0.38266,0.38476,0.13711,2.10194,4.0323,1.0577,1.15579,0.0007526,0.0007526,0.0007526
128,2697.42,1.62757,2.72889,0.84213,1.01758,0.68579,0.52256,0.60282,0.26304,0.51202,0.40222,0.40091,0.14893,2.10681,4.00012,1.04807,1.16385,0.0007427,0.0007427,0.0007427
129,2719.53,1.63335,2.67972,0.82211,0.97343,0.68579,0.52256,0.60282,0.26304,0.51202,0.40222,0.40091,0.14893,2.10681,4.00012,1.04807,1.16385,0.0007328,0.0007328,0.0007328
130,2737.19,1.47994,2.59138,0.80113,0.99248,0.69155,0.52167,0.60276,0.27172,0.51667,0.40011,0.40081,0.14972,2.08126,4.08769,1.04396,1.15329,0.0007229,0.0007229,0.0007229
131,2756.21,1.60194,2.8245,0.827,0.99648,0.67955,0.5223,0.60027,0.266,0.51668,0.40004,0.41558,0.1502,2.10564,4.28181,1.05429,1.15932,0.000713,0.000713,0.000713
132,2781.18,1.52311,2.57475,0.80337,0.97838,0.67955,0.5223,0.60027,0.266,0.51668,0.40004,0.41558,0.1502,2.10564,4.28181,1.05429,1.15932,0.0007031,0.0007031,0.0007031
133,2798.76,1.49732,2.52651,0.79323,0.96813,0.70624,0.52537,0.60867,0.26717,0.53313,0.41543,0.4252,0.15224,2.11133,4.17465,1.03074,1.16187,0.0006932,0.0006932,0.0006932
134,2821.95,1.60456,2.79521,0.82242,0.99847,0.70624,0.52537,0.60867,0.26717,0.53313,0.41543,0.4252,0.15224,2.11133,4.17465,1.03074,1.16187,0.0006833,0.0006833,0.0006833
135,2844.25,1.54727,2.6118,0.78988,0.94335,0.70708,0.53076,0.60859,0.26977,0.51781,0.40169,0.39938,0.14994,2.08543,4.09684,1.03689,1.15644,0.0006734,0.0006734,0.0006734
136,2862.73,1.54653,2.63906,0.83152,0.98519,0.70708,0.53076,0.60859,0.26977,0.51781,0.40169,0.39938,0.14994,2.08543,4.09684,1.03689,1.15644,0.0006635,0.0006635,0.0006635
137,2885.64,1.62457,2.85453,0.82152,0.97747,0.70398,0.52917,0.60611,0.26855,0.51859,0.39684,0.39947,0.14882,2.08623,4.17627,1.0436,1.15958,0.0006536,0.0006536,0.0006536
138,2905.07,1.53755,2.62553,0.80609,1.00768,0.71599,0.53118,0.6115,0.26717,0.51674,0.39271,0.39979,0.14468,2.10034,4.14926,1.03208,1.16254,0.0006437,0.0006437,0.0006437
139,2923.83,1.59873,2.82274,0.81985,0.99514,0.71599,0.53118,0.6115,0.26717,0.51674,0.39271,0.39979,0.14468,2.10034,4.14926,1.03208,1.16254,0.0006338,0.0006338,0.0006338
140,2950,1.58441,2.74285,0.82243,1.01131,0.71338,0.53013,0.60913,0.26775,0.53227,0.39958,0.40195,0.14134,2.11235,4.10277,1.04172,1.16003,0.0006239,0.0006239,0.0006239
141,2968.38,1.54858,2.70144,0.80006,0.97346,0.71338,0.53013,0.60913,0.26775,0.53227,0.39958,0.40195,0.14134,2.11235,4.10277,1.04172,1.16003,0.000614,0.000614,0.000614
142,2989.83,1.53325,2.59965,0.79606,0.96198,0.70127,0.52801,0.60473,0.27262,0.50839,0.38531,0.3851,0.14035,2.07767,4.02235,1.03532,1.1509,0.0006041,0.0006041,0.0006041
143,3011.01,1.55582,2.61601,0.81402,0.99893,0.70127,0.52801,0.60473,0.27262,0.50839,0.38531,0.3851,0.14035,2.07767,4.02235,1.03532,1.1509,0.0005942,0.0005942,0.0005942
144,3025.17,1.53735,2.58541,0.82127,0.99523,0.71643,0.5481,0.62549,0.27456,0.51506,0.39693,0.38582,0.14138,2.08858,3.96318,1.02981,1.15392,0.0005843,0.0005843,0.0005843
145,3047.15,1.57468,2.7494,0.82027,1.00348,0.71643,0.5481,0.62549,0.27456,0.51506,0.39693,0.38582,0.14138,2.08858,3.96318,1.02981,1.15392,0.0005744,0.0005744,0.0005744
146,3062.04,1.55957,2.52016,0.79753,0.98902,0.71225,0.52801,0.60729,0.26117,0.54025,0.4149,0.412,0.14909,2.13966,3.99945,1.0372,1.17257,0.0005645,0.0005645,0.0005645
147,3086.36,1.56992,2.57851,0.79248,0.95535,0.70496,0.52643,0.60503,0.271,0.54543,0.41966,0.42846,0.15256,2.11439,4.12075,1.03203,1.16506,0.0005546,0.0005546,0.0005546
148,3107.38,1.48306,2.54885,0.77301,0.97696,0.70496,0.52643,0.60503,0.271,0.54543,0.41966,0.42846,0.15256,2.11439,4.12075,1.03203,1.16506,0.0005447,0.0005447,0.0005447
149,3123.87,1.50755,2.59539,0.77758,0.95607,0.70563,0.53592,0.60346,0.27256,0.53051,0.40803,0.4147,0.14976,2.09108,4.13293,1.03494,1.15985,0.0005348,0.0005348,0.0005348
150,3146.01,1.45339,2.42081,0.77878,0.97715,0.70563,0.53592,0.60346,0.27256,0.53051,0.40803,0.4147,0.14976,2.09108,4.13293,1.03494,1.15985,0.0005249,0.0005249,0.0005249
151,3165.93,1.53635,2.5906,0.77922,0.96086,0.73251,0.53647,0.62082,0.27516,0.54332,0.41596,0.41905,0.1525,2.07557,4.03374,1.02244,1.15584,0.000515,0.000515,0.000515
152,3178.51,1.43241,2.48166,0.77225,0.97783,0.73251,0.53647,0.62082,0.27516,0.54332,0.41596,0.41905,0.1525,2.07557,4.03374,1.02244,1.15584,0.0005051,0.0005051,0.0005051
153,3196.05,1.4558,2.50587,0.78037,0.98678,0.71843,0.53066,0.61184,0.27367,0.55644,0.4186,0.42563,0.15405,2.07185,4.07326,1.02495,1.16057,0.0004952,0.0004952,0.0004952
154,3217.34,1.46578,2.46951,0.74997,0.95795,0.71348,0.52801,0.61137,0.27467,0.53109,0.41121,0.41925,0.15148,2.06905,4.11544,1.02382,1.16063,0.0004853,0.0004853,0.0004853
155,3234.52,1.49462,2.4983,0.77519,0.96778,0.71348,0.52801,0.61137,0.27467,0.53109,0.41121,0.41925,0.15148,2.06905,4.11544,1.02382,1.16063,0.0004754,0.0004754,0.0004754
156,3253.97,1.5034,2.54589,0.7646,0.95546,0.71572,0.53227,0.61682,0.27306,0.53945,0.40675,0.41844,0.14819,2.0912,4.1403,1.01966,1.16356,0.0004655,0.0004655,0.0004655
157,3282.23,1.54911,2.67383,0.77652,0.96079,0.71572,0.53227,0.61682,0.27306,0.53945,0.40675,0.41844,0.14819,2.0912,4.1403,1.01966,1.16356,0.0004556,0.0004556,0.0004556
158,3297.55,1.44098,2.49464,0.75085,0.95492,0.72436,0.52696,0.61338,0.26916,0.542,0.40962,0.41823,0.14784,2.10572,4.15457,1.02304,1.16539,0.0004457,0.0004457,0.0004457
159,3323.12,1.49885,2.53649,0.75308,0.9407,0.72436,0.52696,0.61338,0.26916,0.542,0.40962,0.41823,0.14784,2.10572,4.15457,1.02304,1.16539,0.0004358,0.0004358,0.0004358
160,3338.45,1.33038,2.21413,0.71953,0.94813,0.72052,0.53118,0.6147,0.26963,0.54307,0.40486,0.41203,0.14736,2.08933,4.11715,1.02831,1.16072,0.0004259,0.0004259,0.0004259
161,3356.73,1.43593,2.45034,0.75948,0.96367,0.72052,0.53118,0.6147,0.26963,0.54307,0.40486,0.41203,0.14736,2.08933,4.11715,1.02831,1.16072,0.000416,0.000416,0.000416
162,3376.82,1.49279,2.58433,0.77454,0.98229,0.72564,0.52643,0.61004,0.27081,0.51137,0.40169,0.40011,0.14765,2.08592,4.14772,1.03599,1.162,0.0004061,0.0004061,0.0004061
163,3396.17,1.41438,2.46363,0.76713,1.00352,0.71177,0.52061,0.60518,0.26694,0.52685,0.41068,0.40338,0.14214,2.11426,4.11738,1.04513,1.17135,0.0003962,0.0003962,0.0003962
164,3414.14,1.45523,2.53763,0.75378,0.96526,0.71177,0.52061,0.60518,0.26694,0.52685,0.41068,0.40338,0.14214,2.11426,4.11738,1.04513,1.17135,0.0003863,0.0003863,0.0003863
165,3442.56,1.57283,2.73209,0.78338,0.97061,0.72409,0.5296,0.61887,0.26863,0.55526,0.41596,0.41938,0.14725,2.1241,4.09885,1.03813,1.17355,0.0003764,0.0003764,0.0003764
166,3464.1,1.5319,2.70747,0.7757,0.98165,0.72409,0.5296,0.61887,0.26863,0.55526,0.41596,0.41938,0.14725,2.1241,4.09885,1.03813,1.17355,0.0003665,0.0003665,0.0003665
167,3481.94,1.39531,2.42282,0.72763,0.94781,0.72451,0.53541,0.62495,0.27253,0.55759,0.41596,0.42543,0.15317,2.11999,4.1222,1.02635,1.17382,0.0003566,0.0003566,0.0003566
168,3497.51,1.44239,2.42755,0.75098,0.96763,0.72451,0.53541,0.62495,0.27253,0.55759,0.41596,0.42543,0.15317,2.11999,4.1222,1.02635,1.17382,0.0003467,0.0003467,0.0003467
169,3515.69,1.40255,2.41963,0.73971,0.9596,0.71737,0.53277,0.61739,0.27229,0.55947,0.42019,0.43067,0.15606,2.1162,4.12697,1.0218,1.1704,0.0003368,0.0003368,0.0003368
170,3530.64,1.29776,2.17714,0.69139,0.91502,0.72184,0.52854,0.61821,0.26717,0.56469,0.42442,0.42964,0.15236,2.13006,4.11154,1.0236,1.173,0.0003269,0.0003269,0.0003269
171,3554.94,1.44261,2.45873,0.73414,0.95005,0.72184,0.52854,0.61821,0.26717,0.56469,0.42442,0.42964,0.15236,2.13006,4.11154,1.0236,1.173,0.000317,0.000317,0.000317
172,3590.45,1.57182,2.68681,0.77603,0.97062,0.72226,0.52504,0.61555,0.26679,0.5371,0.40011,0.40777,0.14758,2.13263,4.09943,1.02832,1.17542,0.0003071,0.0003071,0.0003071
173,3608.02,1.45205,2.49889,0.74663,0.96174,0.72226,0.52504,0.61555,0.26679,0.5371,0.40011,0.40777,0.14758,2.13263,4.09943,1.02832,1.17542,0.0002972,0.0002972,0.0002972
174,3626.82,1.43896,2.48362,0.74274,0.96628,0.71361,0.5185,0.60915,0.27079,0.51694,0.39593,0.40065,0.14533,2.10685,4.1306,1.02914,1.16839,0.0002873,0.0002873,0.0002873
175,3645.74,1.38206,2.36216,0.72293,0.95246,0.71361,0.5185,0.60915,0.27079,0.51694,0.39593,0.40065,0.14533,2.10685,4.1306,1.02914,1.16839,0.0002774,0.0002774,0.0002774
176,3671.67,1.45098,2.50941,0.74001,0.95367,0.71249,0.52008,0.6053,0.27309,0.53295,0.40433,0.41024,0.14745,2.1126,4.17513,1.0274,1.17335,0.0002675,0.0002675,0.0002675
177,3694.22,1.43311,2.50156,0.74563,0.96353,0.71249,0.52008,0.6053,0.27309,0.53295,0.40433,0.41024,0.14745,2.1126,4.17513,1.0274,1.17335,0.0002576,0.0002576,0.0002576
178,3718.42,1.53209,2.60775,0.75355,0.94581,0.72323,0.52897,0.61616,0.27186,0.56183,0.41279,0.42093,0.15289,2.11326,4.20124,1.02191,1.17354,0.0002477,0.0002477,0.0002477
179,3739.87,1.50158,2.67179,0.75373,0.97115,0.71383,0.52472,0.61167,0.27178,0.55049,0.4186,0.42949,0.1581,2.11329,4.24918,1.0216,1.1738,0.0002378,0.0002378,0.0002378
180,3756.66,1.47271,2.50528,0.74868,0.95941,0.71383,0.52472,0.61167,0.27178,0.55049,0.4186,0.42949,0.1581,2.11329,4.24918,1.0216,1.1738,0.0002279,0.0002279,0.0002279
181,3781.91,1.44459,2.52346,0.73771,0.95665,0.70674,0.53066,0.61258,0.27597,0.53813,0.41543,0.41947,0.15487,2.10163,4.21912,1.0198,1.16848,0.000218,0.000218,0.000218
182,3806.77,1.49026,2.59735,0.75082,0.95948,0.70674,0.53066,0.61258,0.27597,0.53813,0.41543,0.41947,0.15487,2.10163,4.21912,1.0198,1.16848,0.0002081,0.0002081,0.0002081
183,3833.14,1.52342,2.6416,0.75916,0.95664,0.70928,0.53647,0.61396,0.2752,0.53289,0.41183,0.41496,0.1494,2.10135,4.18059,1.02316,1.16625,0.0001982,0.0001982,0.0001982
184,3856.73,1.4414,2.45241,0.73896,0.95269,0.70928,0.53647,0.61396,0.2752,0.53289,0.41183,0.41496,0.1494,2.10135,4.18059,1.02316,1.16625,0.0001883,0.0001883,0.0001883
185,3881.03,1.38316,2.42528,0.71953,0.94249,0.7147,0.52748,0.6098,0.26917,0.53482,0.41015,0.40722,0.1492,2.11749,4.14265,1.02292,1.17153,0.0001784,0.0001784,0.0001784
186,3900.58,1.35214,2.38775,0.71227,0.94738,0.69687,0.53647,0.61255,0.26578,0.54389,0.41408,0.4121,0.14848,2.12423,4.13631,1.02154,1.17136,0.0001685,0.0001685,0.0001685
187,3925,1.47029,2.54442,0.74468,0.96762,0.69687,0.53647,0.61255,0.26578,0.54389,0.41408,0.4121,0.14848,2.12423,4.13631,1.02154,1.17136,0.0001586,0.0001586,0.0001586
188,3948.41,1.44676,2.53871,0.73194,0.96191,0.70384,0.53013,0.61089,0.26789,0.5475,0.41438,0.41539,0.1481,2.12307,4.18084,1.01521,1.17149,0.0001487,0.0001487,0.0001487
189,3974.86,1.48838,2.56267,0.73391,0.93854,0.70384,0.53013,0.61089,0.26789,0.5475,0.41438,0.41539,0.1481,2.12307,4.18084,1.01521,1.17149,0.0001388,0.0001388,0.0001388
190,3995.42,1.41995,2.51699,0.7349,0.96155,0.70604,0.52854,0.61413,0.27045,0.54217,0.40592,0.40944,0.14743,2.11876,4.20666,1.01512,1.16783,0.0001289,0.0001289,0.0001289
191,4025.73,1.47688,2.47282,0.8582,0.97166,0.70604,0.52854,0.61413,0.27045,0.54217,0.40592,0.40944,0.14743,2.11876,4.20666,1.01512,1.16783,0.000119,0.000119,0.000119
192,4041.4,1.34705,2.27143,0.70694,0.95237,0.69701,0.52326,0.60391,0.26435,0.518,0.39165,0.3918,0.14177,2.12142,4.29219,1.02376,1.17214,0.0001091,0.0001091,0.0001091
193,4054.55,1.40505,2.35476,0.75518,0.95976,0.69701,0.52326,0.60391,0.26435,0.518,0.39165,0.3918,0.14177,2.12142,4.29219,1.02376,1.17214,9.92e-05,9.92e-05,9.92e-05
194,4068.14,1.32863,2.20048,0.73657,0.95182,0.68742,0.52061,0.59736,0.26306,0.50876,0.38531,0.38444,0.1392,2.12806,4.31166,1.02465,1.17571,8.93e-05,8.93e-05,8.93e-05
195,4082.44,1.43023,2.35934,0.755,0.9378,0.69476,0.51248,0.59227,0.26185,0.51516,0.3903,0.38749,0.14097,2.13029,4.33583,1.02476,1.17907,7.94e-05,7.94e-05,7.94e-05
196,4093.98,1.34374,2.28888,0.72069,0.96365,0.69476,0.51248,0.59227,0.26185,0.51516,0.3903,0.38749,0.14097,2.13029,4.33583,1.02476,1.17907,6.95e-05,6.95e-05,6.95e-05
197,4107.46,1.29991,2.15141,0.70252,0.92646,0.68951,0.51427,0.59047,0.26081,0.51551,0.39059,0.39,0.14039,2.13591,4.33887,1.02663,1.18072,5.96e-05,5.96e-05,5.96e-05
198,4119.55,1.371,2.30221,0.71869,0.95675,0.68951,0.51427,0.59047,0.26081,0.51551,0.39059,0.39,0.14039,2.13591,4.33887,1.02663,1.18072,4.97e-05,4.97e-05,4.97e-05
199,4132.74,1.38037,2.31741,0.72773,0.95524,0.69232,0.51376,0.59173,0.26074,0.51465,0.39064,0.38677,0.13828,2.13548,4.31307,1.02937,1.18125,3.98e-05,3.98e-05,3.98e-05
200,4147.09,1.34398,2.21354,0.74433,0.9418,0.69232,0.51376,0.59173,0.26074,0.51465,0.39064,0.38677,0.13828,2.13548,4.31307,1.02937,1.18125,2.99e-05,2.99e-05,2.99e-05
